id,content,review,rating,sentiment
8410147,cơm ngon.giá cả hợp lý,cơm ngon.giá cả hợp lý,recommended,positive
8396194,"Sườn trứng 30k, ăn cũng tạm","Sườn trứng 30k, ăn cũng tạm",recommended,positive
8377448,rất ngon quá hài lòng,rất ngon quá hài lòng,recommended,positive
8341074,Tốt  Ngon Sạch,Tốt  Ngon Sạch,recommended,positive
8315842,"10 điểm ngon nhứt nách, bạn em ăn heo hắn sợ lung","10 điểm ngon nhức nách, bạn em ăn heo hắn sợ lung",recommended,positive
8278724,"Cơm ngon, sạch sẽ","Cơm ngon, sạch sẽ",recommended,positive
8223743,ngon lắm nha,ngon lắm nha,recommended,positive
8212605,"Cơm ngon, nhiều ú nụ mà lại rẻ nữa 🤩","Cơm ngon, nhiều ú nụ mà lại rẻ nữa 🤩",recommended,positive
8207285,Cơm ngon dẻo hợp khẩu vị,Cơm ngon dẻo hợp khẩu vị,recommended,positive
8202389,"Cơm ngon lắm mn ăn thử đi, ngon xỉu","Cơm ngon lắm mọi người ăn thử đi, ngon xỉu",recommended,positive
8146998,"Đồ ăn hợp khẩu vị, giá cả hợp lý. Mình sẽ ủng hộ thường xuyên","Đồ ăn hợp khẩu vị, giá cả hợp lý. Mình sẽ ủng hộ thường xuyên",recommended,positive
8137949,"Rất ngon, hấp dẫn, hợp khẩu vị","Rất ngon, hấp dẫn, hợp khẩu vị",recommended,positive
8132190,"Cơm rất ngon, hợp khẩu vị
Canh vừa miệng
Sườn rất thơm và thấm gia vị
Bao ngonnnnnnn","Cơm rất ngon, hợp khẩu vị
Canh vừa miệng
Sườn rất thơm và thấm gia vị
Bao ngon",recommended,positive
8739752,nói ko bỏ đậu phụng mà vẫn bỏ,nói không bỏ đậu phụng mà vẫn bỏ,recommended,positive
8342937,"món bún ngon nức dách, sẽ ủng hộ tiếp và lâu dài nè hihi, vị khó tả tuyệt vời ông mặt trời!","món bún ngon nức dách, sẽ ủng hộ tiếp và lâu dài nè hihi, vị khó tả tuyệt vời ông mặt trời!",recommended,positive
8334986,"ngon, sạch, nhiều bún","ngon, sạch, nhiều bún",recommended,positive
8297895,món ăn ngon,món ăn ngon,recommended,positive
8280700,"Ngon, sạch sẽ, Shipper thân thiện","Ngon, sạch sẽ, Shipper thân thiện",recommended,positive
8251334,Hàng ok ngon bắt mắt,Hàng ok ngon bắt mắt,recommended,positive
8208355,đồ ăn ngon shipper nhiệt tình vui vẻ 5sao,đồ ăn ngon shipper nhiệt tình vui vẻ 5sao,recommended,positive
8241247,ngon lắm nha cảm ơn quán ạ,ngon lắm nha cảm ơn quán ạ,recommended,positive
8473554,ngon lắm ạ,ngon lắm ạ,recommended,positive
8353978,ngon lắm luôn,ngon lắm luôn,recommended,positive
8073029,"Ngon lắm, nhiều","Ngon lắm, nhiều",recommended,positive
8168505,Nhìn có vẻ ngon lắm nha mọi người,Nhìn có vẻ ngon lắm nha mọi người,recommended,positive
8097227,"bánh ép hơi nhỏ, ăn tạm được. rau hơi ít loại (chỉ có xà lách, giá, diếp cá), nên thêm dưa leo với chua ngọt ạ. bánh lọc nóng hổi vừa thôi vừa ăn. oke ạ","bánh ép hơi nhỏ, ăn tạm được. rau hơi ít loại (chỉ có xà lách, giá, diếp cá), nên thêm dưa leo với chua ngọt ạ. bánh lọc nóng hổi vừa thôi vừa ăn. oke ạ",recommended,positive
8751697,"Lần đầu tiên mình đặt quán này. Ngon , sạch sẽ. M đặt tô nhỏ ăn vừa bụng luôn 👌","Lần đầu tiên mình đặt quán này. Ngon , sạch sẽ. Mình đặt tô nhỏ ăn vừa bụng luôn 👌",recommended,positive
8749290,ngon.đã mua nhiều lần,ngon.đã mua nhiều lần,recommended,positive
8654131,phở ăn ngon,phở ăn ngon,recommended,positive
8491028,ngon chất lượng hài lòng,ngon chất lượng hài lòng,recommended,positive
8434368,"Nhiều rau, nhiều phở, túm lại ngon đáng để ăn nha mụi người😊","Nhiều rau, nhiều phở, túm lại ngon đáng để ăn nha mọi người😊",recommended,positive
8136350,nước dùng ngon,nước dùng ngon,recommended,positive
8090753,"giá cả ok, nước phở ăn cũng tạm","giá cả ok, nước phở ăn cũng tạm",recommended,positive
8040208,"Phở ngon, giá cả hợp lý","Phở ngon, giá cả hợp lý",recommended,positive
8163392,Đồ uống ngonnnnnnnnnnnnnnn quá đi,Đồ uống ngon quá đi,recommended,positive
8541048,Cốc chè đáng đồng tiền bát gạo. Ngon.🥰,Cốc chè đáng đồng tiền bát gạo. Ngon.🥰,recommended,positive
8349621,quán phục vụ nhanh,quán phục vụ nhanh,recommended,positive
8200423,Milo dầm cũng ổn,Milo dầm cũng ổn,recommended,positive
7964372,Lần đầu đặt đá xay dâu ngon lắm nha sốp :v e sẽ ủng hộ thêm,Lần đầu đặt đá xay dâu ngon lắm nha shop :v em sẽ ủng hộ thêm,recommended,positive
8102940,vị ngon lắm,vị ngon lắm,recommended,positive
8889000,đồ ăn ngon.,đồ ăn ngon.,recommended,positive
8872678,"Ngon,bữa sau sẽ ủng hộ","Ngon,bữa sau sẽ ủng hộ",recommended,positive
8589409,"Quán làm đúng yêu cầu của khách. Phần cơm rất nhiều, đồ ăn đầy ắp. Đáng tiền, sẽ ủng hộ tiếp.","Quán làm đúng yêu cầu của khách. Phần cơm rất nhiều, đồ ăn đầy ắp. Đáng tiền, sẽ ủng hộ tiếp.",recommended,positive
8483015,cơm rất ngon,cơm rất ngon,recommended,positive
8432285,"cơm nóng, ngon. nhiều thức ăn","cơm nóng, ngon. nhiều thức ăn",recommended,positive
8400180,tạm dc 8đ,tạm được 8đ,recommended,positive
8288012,Rất tuyệt vời,Rất tuyệt vời,recommended,positive
8035997,"Ngon quá, đáng tiền lắm","Ngon quá, đáng tiền lắm",recommended,positive
7950573,cf rag xay và trà trái cây ở đây cực ngon ❤,coffee rang xay và trà trái cây ở đây cực ngon ❤,recommended,positive
7923973,good quá ngon,good quá ngon,recommended,positive
7913536,Cafe và nước ép ngon phục vụ nhiệt tình sẽ thử những đồ uống khác .,Cafe và nước ép ngon phục vụ nhiệt tình sẽ thử những đồ uống khác .,recommended,positive
7937081,Ngon bổ rẻ qúa tiện cho ăn sáng,Ngon bổ rẻ quá tiện cho ăn sáng,recommended,positive
8428900,quán làm khá ngon vừa miệng,quán làm khá ngon vừa miệng,recommended,positive
7960809,Cơm ngon và nhiều.,Cơm ngon và nhiều.,recommended,positive
8270950,Rất hài lòng,Rất hài lòng,recommended,positive
8688285,Ok ok ok,Ok ok ok,recommended,positive
8756786,"Bún nhiều, thịt nhiều. Rau ớt chanh quán cho dư luôn, quá đã. có điều bún nhiều nên bỏ vô nước nguội","Bún nhiều, thịt nhiều. Rau ớt chanh quán cho dư luôn, quá đã. có điều bún nhiều nên bỏ vô nước nguội",recommended,positive
7926794,ngon đậm đà lucy,ngon đậm đà lucy,recommended,positive
8318152,"Nay thử riêu xương thì cũng ok, cục xương nhiều thịt, nhưng thấy kiểu bún vẫn hợp với chả hơn. quán chu đáo đầy đủ rau ớt chanh ruốc","Nay thử riêu xương thì cũng ok, cục xương nhiều thịt, nhưng thấy kiểu bún vẫn hợp với chả hơn. quán chu đáo đầy đủ rau ớt chanh ruốc",recommended,positive
7931141,ngon lắm nhé,ngon lắm nhé,recommended,positive
8866469,"bánh ngon ăn rất sướng , chắc chắn sẽ có lần đặt sau :)))","bánh ngon ăn rất sướng , chắc chắn sẽ có lần đặt sau :)))",recommended,positive
8522341,ngon lắm ạ fhfdhjyrfnkhswgjkjfefnjifaxvnnndsfvmnvdsfnkhdaxbnfsgjncsfb,ngon lắm ạ ,recommended,positive
8516914,Ngon lắm nha,Ngon lắm nha,recommended,positive
7899500,ngon lắm nha,ngon lắm nha,recommended,positive
7800974,hài lòng nhé,hài lòng nhé,recommended,positive
8379856,"Giao hàng nhanh,trứng đến tay vẫn còn nóng hổi","Giao hàng nhanh,trứng đến tay vẫn còn nóng hổi",recommended,positive
7930607,"chất lượng rất tốt, vjp pro","chất lượng rất tốt, vjp pro",recommended,positive
8700715,bạc sỉu ngon xĩu 😋😋😋,bạc sỉu ngon xỉu 😋😋😋,recommended,positive
8405980,ngon nha. dk,ngon nha. được,recommended,positive
8401056,ngon lắm ạ,ngon lắm ạ,recommended,positive
8160384,"quán cuốn sẵn cho mình luôn ạ, cũng khá ngon, mọi người nên thử ạ","quán cuốn sẵn cho mình luôn ạ, cũng khá ngon, mọi người nên thử ạ",recommended,positive
8081962,"Mình rất thông cảm nhưng mong quán sẽ xem kĩ đơn hàng của khách để tránh tình trạng thiếu sót ạ. Bánh ép của quán rất ngon, mình vô cùng thích. Cảm ơn nhiều ạ","Mình rất thông cảm nhưng mong quán sẽ xem kĩ đơn hàng của khách để tránh tình trạng thiếu sót ạ. Bánh ép của quán rất ngon, mình vô cùng thích. Cảm ơn nhiều ạ",recommended,positive
8069207,Ngon lắm 😄,Ngon lắm 😄,recommended,positive
8050452,BTT Nhiều quá trời lun. Trộn lên ko xuể ạ. Vị thì ngon lắm. Sạch sẽ nữa. Mn trộn vừa phải mình ưng ăn giòn giòn nên ăn ngay. Ai ưng ăn mềm thì trộn r để 1 lát là nó xẹp mềm lại nha,BTT Nhiều quá trời lun. Trộn lên không xuể ạ. Vị thì ngon lắm. Sạch sẽ nữa. Mọi người trộn vừa phải mình ưng ăn giòn giòn nên ăn ngay. Ai ưng ăn mềm thì trộn rồi để 1 lát là nó xẹp mềm lại nha,recommended,positive
7947264,Ngonnnnnnnnnnnn sẽ ăn tiếp,Ngon sẽ ăn tiếp,recommended,positive
7946809,bánh ngon ngonnnnnn,bánh ngon ngonn,recommended,positive
7884617,"Bánh lọc ngon, bánh ép vừa ăn","Bánh lọc ngon, bánh ép vừa ăn",recommended,positive
7867702,rất ok mọi người,rất ok mọi người,recommended,positive
7857301,rất ngon hihi,rất ngon hihi,recommended,positive
7846556,Xuất sắc lắm luôn,Xuất sắc lắm luôn,recommended,positive
7836005,"bánh ép ngon, vì hơi đói nên mình ăn mất quên chụp, nhưng hình ảnh quán đăng thế nào thì bán cho khách vậy, quán làm nhanh hơn mình tưởng tượng, gói bánh cũng như chu đáo bỏ từng loại vào bao đóng gói kĩ. Lần sau mình sẽ quay lại ủng hộ.👍","bánh ép ngon, vì hơi đói nên mình ăn mất quên chụp, nhưng hình ảnh quán đăng thế nào thì bán cho khách vậy, quán làm nhanh hơn mình tưởng tượng, gói bánh cũng như chu đáo bỏ từng loại vào bao đóng gói kĩ. Lần sau mình sẽ quay lại ủng hộ.👍",recommended,positive
7832943,Ngon ngon ngon,Ngon ngon ngon,recommended,positive
7791153,"Bánh ép ngon, nhưng mà không cần cuốn sẵn, với mắm bỏ ớt trái tỏi sẽ ngon hơn","Bánh ép ngon, nhưng mà không cần cuốn sẵn, với mắm bỏ ớt trái tỏi sẽ ngon hơn",recommended,positive
8885895,Tiêu đề ghi làm hiểu lầm có cả đùi lẫn ức gà nhưng mà ăn ngon,Tiêu đề ghi làm hiểu lầm có cả đùi lẫn ức gà nhưng mà ăn ngon,recommended,positive
8696902,10d ship nhanh,10 điểm ship nhanh,recommended,positive
8692678,10d 10d 10d,10 điểm 10 điểm 10 điểm,recommended,positive
8045545,Cơm ngon ạ,Cơm ngon ạ,recommended,positive
8072247,"ngon, dẻo, mịn lắm ạ","ngon, dẻo, mịn lắm ạ",recommended,positive
8891553,"Đặt quán này miết, đồ ăn hợp khẩu vị, hơi thất vọng chỗ shiper. Bị 2 lần rồi, chờ lâu quá , hơn 40p","Đặt quán này miết, đồ ăn hợp khẩu vị, hơi thất vọng chỗ shipper. Bị 2 lần rồi, chờ lâu quá , hơn 40 phút",recommended,positive
8889576,Ăn rất nhiều quán nhưng đây là quán cơm ngon nhất mà mình từng ăn . Giá rẻ đồ ngon . Chúc shop buôn may bán đắt,Ăn rất nhiều quán nhưng đây là quán cơm ngon nhất mà mình từng ăn . Giá rẻ đồ ngon . Chúc shop buôn may bán đắt,recommended,positive
8887924,Tuyệt vời ông mặt trời,Tuyệt vời ông mặt trời,recommended,positive
8859821,"cơm ngon. quán chuẩn bị nhanh, shipper như gió. 10 điểm","cơm ngon. quán chuẩn bị nhanh, shipper như gió. 10 điểm",recommended,positive
8831881,cơm ngon nhưng mà xin nước mắm nước chan hơi ít hơi nhạt xíu mà nói chung ăn ngon lắm.,cơm ngon nhưng mà xin nước mắm nước chan hơi ít hơi nhạt xíu mà nói chung ăn ngon lắm.,recommended,positive
8826707,Ngonnnnn quá trời❤️,Ngon quá trời❤️,recommended,positive
8808825,"quán quên bỏ canh ạ, nhưng bù lại đồ ăn ngon ạ","quán quên bỏ canh ạ, nhưng bù lại đồ ăn ngon ạ",recommended,positive
8805556,ngon khẩu phần nhiều,ngon khẩu phần nhiều,recommended,positive
8791057,Ngon rẻ xuất sắc,Ngon rẻ xuất sắc,recommended,positive
8714981,"Ngày nào vợ chồng tui cũng đặt, ăn ngon mà nhiều dễ sợ. Note cho nhiều trứng là chủ quán làm liền. Nhiệt tình, dễ thương. 10 điểm","Ngày nào vợ chồng tui cũng đặt, ăn ngon mà nhiều dễ sợ. Note cho nhiều trứng là chủ quán làm liền. Nhiệt tình, dễ thương. 10 điểm",recommended,positive
8667544,Cũng tạm được,Cũng tạm được,recommended,positive
8637194,ngon đùi gà giòn,ngon đùi gà giòn,recommended,positive
8628896,Quán ruột 😂,Quán ruột 😂,recommended,positive
8628798,Ngon lắm ạ khẩu phần nhiều món nào cũng ngon cả hihi,Ngon lắm ạ khẩu phần nhiều món nào cũng ngon cả hihi,recommended,positive
8627542,"cơm ngon nha
âggajakgsjahsnajgsnajshsnajgabsjdjirjrnsgsjbshsjsbshjdfnfjkshdnsbsgshsgdndndhdhdjsbsgsksjsgjsnshdjd",cơm ngon nha,recommended,positive
8626360,"đặt đồ ăn hết món đó nhưng quán vẫn giao đầy đủ đồ ăn khác cũng ngon cho mình ăn, timm","đặt đồ ăn hết món đó nhưng quán vẫn giao đầy đủ đồ ăn khác cũng ngon cho mình ăn, tim",recommended,positive
8621954,Ngon mà rẻ á mn nên ăn nha,Ngon mà rẻ á mọi người nên ăn nha,recommended,positive
8618544,"cơm ngon nhé
âggvakajgdjahsgkagebakwghwkagsjwitwbakegsbajgsnsjsgsjsgsjsigensisgsjsjsgejwisgshsjehdhsksjsgsjhsbshs","cơm ngon nhé
",recommended,positive
8613981,cơm ngon. xui cái là nem cháy đen thui rồi :(,cơm ngon. xui cái là nem cháy đen thui rồi :(,recommended,positive
8610962,Quán cơm chân ái của tớ☺️,Quán cơm chân ái của tớ☺️,recommended,positive
8609724,Quán cơn chân ái,Quán cơn chân ái,recommended,positive
8608952,"ngon nha nha
gwjqgsgjagsbkqywbjahwgajjagsjakgsbnajsgwjjsvakhegwnajgebajahegnakagebajsjgwbwkshsbwkhsgajsjshshajgwhsjsj","ngon nha nha
",recommended,positive
8605834,"đặt cơm gà mà giao cơm cá, nhưng vì ngon nên bỏ qua nhaaaa
gsiahgajajgsjskysgjskshsshgskajbsgsjsbsgsjjshshsjshsgsjsjshshsjsjsjshsgsjjsjshhssjjsbhjshs","đặt cơm gà mà giao cơm cá, nhưng vì ngon nên bỏ qua nha",recommended,positive
8602714,"cơm ngon, quán dễ thương quá, mình xin cốt lết có mỡ xíu nhé là quán bỏ thêm cho mình mấy lát mỡ riêng kkk","cơm ngon, quán dễ thương quá, mình xin cốt lết có mỡ xíu nhé là quán bỏ thêm cho mình mấy lát mỡ riêng kkk",recommended,positive
8582395,Với 22k mà được nhiều thức ăn như này thì ráng đáng tiền ạ.,Với 22k mà được nhiều thức ăn như này thì ráng đáng tiền ạ.,recommended,positive
8580102,"Ngon, jejhdhdhdhdjd hsbshshhsjs hsbshshhshs háhhshshshhssh snsbhshsn jsjehshjsjs ksjhdhshdhhshshshshshs",Ngon,recommended,positive
8573797,ngon lắm ạ,ngon lắm ạ,recommended,positive
8572594,Ngon quá đi!! Sao giờ mình mới biết quán này trời🥺,Ngon quá đi!! Sao giờ mình mới biết quán này trời🥺,recommended,positive
8572363,Ngon nha goodnsbbsbsnsnsbsbsbsbsbsbzbz,Ngon nha good,recommended,positive
8526370,"cơm rất ngon nha mọi người, ăn mà nghiện luôn rồi, xứng đáng lên top nhé quán mình ơi kkk","cơm rất ngon nha mọi người, ăn mà nghiện luôn rồi, xứng đáng lên top nhé quán mình ơi kkk",recommended,positive
8517435,"cơm rất ngon, hôm nay lại test thử thực đơn cơm cơm gà nè nhà cả nhà bữa giờ ủng hộ quán được 13 ngày rồi, thử thách 30 ngày ăn cơm Thành Anh là lá la, mãi ủng hộ quán nhiệt tình nè","cơm rất ngon, hôm nay lại test thử thực đơn cơm cơm gà nè nhà cả nhà bữa giờ ủng hộ quán được 13 ngày rồi, thử thách 30 ngày ăn cơm Thành Anh là lá la, mãi ủng hộ quán nhiệt tình nè",recommended,positive
8506612,20k ngon thế đấy ạ . Quán ruột luôn rogi . Từ ngày biết đến quán là ăn ở đay miết thôii,20k ngon thế đấy ạ . Quán ruột luôn rồi . Từ ngày biết đến quán là ăn ở đây miết thôi,recommended,positive
8505139,"cơm rất ngon nha cảm ơn chủ quán vì bữa cơm tình thương mến thương này, fan trung thành của quán sẽ mãi ủng hộ quán nè!","cơm rất ngon nha cảm ơn chủ quán vì bữa cơm tình thương mến thương này, fan trung thành của quán sẽ mãi ủng hộ quán nè!",recommended,positive
8501485,"cơm ngon quá xá ngon, vừa vị tuyệt vời đối với riêng em, chủ quán dễ thương ghê sẽ mãi ủng hộ quán chân thành và thủy chung à há kkkk","cơm ngon quá xá ngon, vừa vị tuyệt vời đối với riêng em, chủ quán dễ thương ghê sẽ mãi ủng hộ quán chân thành và thủy chung à há kkkk",recommended,positive
8497242,"lại là mình fan ruột cơm Thành Anh, giá cả hợp lý lại ngon cho 5 sao không tiếc chị sẽ mãi ủng hộ quán nè thử thách 30 ngày 30 đêm ủng hộ quán kkk","lại là mình fan ruột cơm Thành Anh, giá cả hợp lý lại ngon cho 5 sao không tiếc chị sẽ mãi ủng hộ quán nè thử thách 30 ngày 30 đêm ủng hộ quán kkk",recommended,positive
8493569,"cơm quán bán rất ngon cả nhà ơi ghé vô mại vô, đặt chốt đơn nhiều nhiều nè, giá cả sinh viên nhưng không kém phần hấp dẫn, sẽ mãi ủng hộ nha cả nhà nè kkk","cơm quán bán rất ngon cả nhà ơi ghé vô mại vô, đặt chốt đơn nhiều nhiều nè, giá cả sinh viên nhưng không kém phần hấp dẫn, sẽ mãi ủng hộ nha cả nhà nè kkk",recommended,positive
8485071,"quán cơm chất lượng, ngon miễn bàn giá cả phải chăng mong là quán sẽ tiếp tục duy trì chớ mà cơm lên giá nữa chắc em không đặt nữa cơ kkk, sẽ ủng hộ quán ạ!!","quán cơm chất lượng, ngon miễn bàn giá cả phải chăng mong là quán sẽ tiếp tục duy trì chớ mà cơm lên giá nữa chắc em không đặt nữa cơ kkk, sẽ ủng hộ quán ạ!!",recommended,positive
8475156,"Cơm khá ngon, góp ý đừng ném đá em  nhưng sẽ tiếp tục ủng hộ quán kkk","Cơm khá ngon, góp ý đừng ném đá em  nhưng sẽ tiếp tục ủng hộ quán kkk",recommended,positive
8462908,"cơm ngon tuyệt ảnh chỉ mang tính minh hoạ đừng ném đá em, quán dễ thương sẽ ủng hộ lâu dài nè hihi kkk","cơm ngon tuyệt ảnh chỉ mang tính minh hoạ đừng ném đá em, quán dễ thương sẽ ủng hộ lâu dài nè hihi kkk",recommended,positive
8418575,Ngon lúm ạ,Ngon lắm ạ,recommended,positive
8410896,"mìn thấy cơm cũng bình thường , mìn ăn thịt kho xả mà giống thịt bằm kho vậy , còn ít nửa nên cũng k có gì đặc biệt","mìn thấy cơm cũng bình thường , mình ăn thịt kho xả mà giống thịt bằm kho vậy , còn ít nửa nên cũng không có gì đặc biệt",recommended,positive
8399525,Cơm ngon tuyệt ạ🙆,Cơm ngon tuyệt ạ🙆,recommended,positive
8373706,cơm ok nha,cơm ok nha,recommended,positive
8363337,Kêu quán này lần thứ 3 rồi và vẫn như lần đầu. Ngon bổ rẻ chất lượng,Kêu quán này lần thứ 3 rồi và vẫn như lần đầu. Ngon bổ rẻ chất lượng,recommended,positive
8362430,cơm ngon quá. có chị kia nhìn mình ăn mà hỏi cơm ở đâu ngon thế. mai đặt cho chị với,cơm ngon quá. có chị kia nhìn mình ăn mà hỏi cơm ở đâu ngon thế. mai đặt cho chị với,recommended,positive
8324774,Cơm Ngon quá . tuyệt vời,Cơm Ngon quá . tuyệt vời,recommended,positive
8316958,ngon lắm quán ơi,ngon lắm quán ơi,recommended,positive
8315764,"Quá ngon, quá nhiều. Bạn k ăn là sai lầm của bạn","Quá ngon, quá nhiều. Bạn không ăn là sai lầm của bạn",recommended,positive
8268427,quá tuyệt vời,quá tuyệt vời,recommended,positive
8265362,Đặt cơm ở đây lần thứ bao nhiêu rồi k nhớ lun . Ngon rẻ . Vừa miệng . Hy vọng quán luôn giữ phong độ bán có tâm như này,Đặt cơm ở đây lần thứ bao nhiêu rồi không nhớ lun . Ngon rẻ . Vừa miệng . Hy vọng quán luôn giữ phong độ bán có tâm như này,recommended,positive
8262735,"Ngon, sạch sẽ 👍🏻👍🏻👍🏻","Ngon, sạch sẽ 👍🏻👍🏻👍🏻",recommended,positive
8240062,Cơm ngon lắm lun ạ đã mua ở đây rất nhìu lần và rất hài lòng ạ..)),Cơm ngon lắm luôn ạ đã mua ở đây rất nhiều lần và rất hài lòng ạ..)),recommended,positive
8223120,Con được nhiều lắm luôn. Ăn hết ms review,Con được nhiều lắm luôn. Ăn hết mới review,recommended,positive
8223103,Ngon mà được nhiều. Đã đặt lần 2,Ngon mà được nhiều. Đã đặt lần 2,recommended,positive
8185574,Hộp cơm ăn giá trị và chất lượng.. gia cả phù hợp vs sinhvien và người lao động sẽ lun ủng hộ..,Hộp cơm ăn giá trị và chất lượng.. giá cả phù hợp với sinh viên và người lao động sẽ luôn ủng hộ..,recommended,positive
8169197,Ngon lắm luôn á. Khẩu phần nhiều,Ngon lắm luôn á. Khẩu phần nhiều,recommended,positive
8147196,quán cơm giá sinh viên mình ưng nhất đà nẵng,quán cơm giá sinh viên mình ưng nhất đà nẵng,recommended,positive
8124680,"Hồi trưa em ăn thử 1 lần thấy ngon nên đặt tiếp, cơm tối nay cũng ngon lắm ạ nhưng quán quên đũa với muỗng của em rồi... :(","Hồi trưa em ăn thử 1 lần thấy ngon nên đặt tiếp, cơm tối nay cũng ngon lắm ạ nhưng quán quên đũa với muỗng của em rồi... :(",recommended,positive
8117398,ngon mê ly ạ,ngon mê ly ạ,recommended,positive
8113463,ngon mê ly luôn á,ngon mê ly luôn á,recommended,positive
8112076,Cơm ngon 20k mà bỏ đầy đủ nói chung là ăn rất ok .sẽ đặt tiếp thôii,Cơm ngon 20k mà bỏ đầy đủ nói chung là ăn rất ok .sẽ đặt tiếp thôi,recommended,positive
8108061,ngon mê lt,ngon mê ly,recommended,positive
8087756,ngon lắm luôn,ngon lắm luôn,recommended,positive
8074941,Ăn nhiều lần lần nào cũng ngon ạ 😋,Ăn nhiều lần lần nào cũng ngon ạ 😋,recommended,positive
8074921,"Quán ngon,rẻ,cô chú ở đó rất lịch sự.☺️☺️☺️","Quán ngon,rẻ,cô chú ở đó rất lịch sự.☺️☺️☺️",recommended,positive
8061352,ngon ngon ngon,ngon ngon ngon,recommended,positive
8057518,ngon mê ly,ngon mê ly,recommended,positive
8055542,"giao hàng nhanh,đồ ăn ngon,shipper thân thiện,rất hài lòng","giao hàng nhanh,đồ ăn ngon,shipper thân thiện,rất hài lòng",recommended,positive
7996340,ngon lắm luôb,ngon lắm luôn,recommended,positive
7964012,ngon quá quán,ngon quá quán,recommended,positive
7960631,"Cơm ngon,không ngờ giá rẻ vậy mà nhiều lắm luôn","Cơm ngon,không ngờ giá rẻ vậy mà nhiều lắm luôn",recommended,positive
7958725,gọi thịt kho tàu nhưng giống thịt kho hơn. nhưng mà ngon nên tạm chấp nhận,gọi thịt kho tàu nhưng giống thịt kho hơn. nhưng mà ngon nên tạm chấp nhận,recommended,positive
7948152,ngon lâm luôn,ngon lắm luôn,recommended,positive
7945387,ngon ạ. chủ quán xinh quá 🤩🤩,ngon ạ. chủ quán xinh quá 🤩🤩,recommended,positive
7941631,"hài lòng , ngon","hài lòng , ngon",recommended,positive
7941621,"thức ăn rất ngon, mình đã đặt nhiều lần :D","thức ăn rất ngon, mình đã đặt nhiều lần :D",recommended,positive
7919642,Ngon chất lượng,Ngon chất lượng,recommended,positive
7917188,hảo cơm. 10₫,hảo cơm. 10 điểm,recommended,positive
7914648,ngon ngon ngon,ngon ngon ngon,recommended,positive
7882252,ngon lắm ạk,ngon lắm ạ,recommended,positive
7866002,mình ăn cơm ở quán này từ năm 2008 đến nay. Cô chú nấu đồ ăn rất ngon.,mình ăn cơm ở quán này từ năm 2008 đến nay. Cô chú nấu đồ ăn rất ngon.,recommended,positive
7855197,ok ok ok,ok ok ok,recommended,positive
7836515,ngon mê ly luôn quán,ngon mê ly luôn quán,recommended,positive
7820813,Hộp 20k mà ú nụ luôn trời ơi. Cơm thì mềm dẻo. Lưu quán yêu thích luôn!,Hộp 20k mà ú nụ luôn trời ơi. Cơm thì mềm dẻo. Lưu quán yêu thích luôn!,recommended,positive
7819849,ngon lắm ý luôn quán,ngon lắm ý luôn quán,recommended,positive
7802411,ngon lắm quán ơi,ngon lắm quán ơi,recommended,positive
8619099,bánh canh ngon,bánh canh ngon,recommended,positive
8282637,"Sạch sẽ, ngon, shipper chu đáo","Sạch sẽ, ngon, shipper chu đáo",recommended,positive
7994506,ngon mê ly luôn í,ngon mê ly luôn í,recommended,positive
7891651,"Ngon nha quán, vừa ăn lắm","Ngon nha quán, vừa ăn lắm",recommended,positive
8814210,bún đậu rất ngon ngen quá ơi giá mà có thêm ít rau ăn kèm nữa là tuyệt vời luôn tiếc ghê chắc do quán hết rau đó đặt trễ á kkk,bún đậu rất ngon ngen quá ơi giá mà có thêm ít rau ăn kèm nữa là tuyệt vời luôn tiếc ghê chắc do quán hết rau đó đặt trễ á kkk,recommended,positive
8665896,"quán ruột rùi , ăn ngon lắm 😍","quán ruột rùi , ăn ngon lắm 😍",recommended,positive
8628094,Bún đậu mà ko có tắc ư?,Bún đậu mà không có tắc ư?,recommended,positive
8593666,ngon số 1 lunnnn,ngon số 1 luôn,recommended,positive
8580371,Phần 30k mà nhiều lắm luôn,Phần 30k mà nhiều lắm luôn,recommended,positive
8524102,"từng ăn ở quán năm 2020, đây là lần đầu đặt online, nói chung là ngonnnn, chất lượng nhé mn","từng ăn ở quán năm 2020, đây là lần đầu đặt online, nói chung là ngon, chất lượng nhé mọi người",recommended,positive
8481775,"Đồ nhiều lắm ạ 
Tắc nhiều tí sẽ ngon hơn ạ","Đồ nhiều lắm ạ 
Tắc nhiều tí sẽ ngon hơn ạ",recommended,positive
8481500,"Mình đây ủng hộ quán riết thành ghiền rồi, không thiếu nó áy náy là vì tôi sẽ ủng hộ tiếp nữa ạ kkkk","Mình đây ủng hộ quán riết thành ghiền rồi, không thiếu nó áy náy là vì tôi sẽ ủng hộ tiếp nữa ạ kkkk",recommended,positive
8467216,ngon lắm íiiiiiiiiii,ngon lắm í,recommended,positive
8465935,"Lần đầu ăn ở quán này , ngon toping nhiều mỗi cái hộp mắm mong quán đóng cẩn thận hơn để ship không bị đổ như mình:(","Lần đầu ăn ở quán này , ngon topping nhiều mỗi cái hộp mắm mong quán đóng cẩn thận hơn để ship không bị đổ như mình:(",recommended,positive
8413744,"vẫn ngon như lần đầu mấy chế oii , lo ăn quá quên chụp mất :))))))","vẫn ngon như lần đầu mấy chế ơi , lo ăn quá quên chụp mất :))))))",recommended,positive
